time,flux
0.0,1.0004967141530112
0.02004008016032064,0.9998617356988289
0.04008016032064128,1.0006476885381006
0.06012024048096192,1.001523029856408
0.08016032064128256,0.9997658466252767
0.1002004008016032,0.9997658630430508
0.12024048096192384,1.0015792128155074
0.1402805611222445,1.0007674347291529
0.16032064128256512,0.9995305256140651
0.18036072144288576,1.000542560043586
0.2004008016032064,0.9995365823071876
0.22044088176352705,0.9995342702464297
0.24048096192384769,1.0002419622715661
0.2605210420841683,0.9980867197553422
0.280561122244489,0.998275082167487
0.3006012024048096,0.9994377124707591
0.32064128256513025,0.9989871688796655
0.3406813627254509,1.0003142473325952
0.3607214428857715,0.9990919759244787
0.3807615230460922,0.9985876962986647
0.4008016032064128,1.0014656487689215
0.42084168336673344,0.9997742236995134
0.4408817635270541,1.000067528204688
0.4609218436873747,0.9985752518137866
0.48096192384769537,0.9994556172754748
0.501002004008016,1.0001109225897098
0.5210420841683366,0.9988490064225777
0.5410821643286573,1.0003756980183456
0.561122244488978,0.9993993613100812
0.5811623246492986,0.9997083062502067
0.6012024048096192,0.9993982933877706
0.6212424849699398,1.001852278184509
0.6412825651302605,0.999986502775262
0.6613226452905812,0.9989422890710441
0.6813627254509018,1.000822544912103
0.7014028056112224,0.998779156350029
0.721442885771543,1.0002088635950048
0.7414829659318637,0.9980403298761202
0.7615230460921844,0.9986718139511016
0.781563126252505,1.0001968612358692
0.8016032064128256,1.0007384665799954
0.8216432865731462,1.00017136828119
0.8416833667334669,0.9998843517176118
0.8617234468937875,0.9996988963044107
0.8817635270541082,0.9985214780096325
0.9018036072144289,0.9992801557916053
0.9218436873747494,0.9995393612290402
0.9418837675350701,1.001057122226219
0.9619238476953907,1.0003436182895684
0.9819639278557114,0.9982369598446372
1.002004008016032,1.0003240839693948
1.0220440881763526,0.9996149177195837
1.0420841683366733,0.999323077999694
1.062124248496994,1.0006116762888408
1.0821643286573146,1.001030999522496
1.1022044088176353,1.0009312801191161
1.122244488977956,0.9991607824767773
1.1422845691382766,0.9996907876241488
1.1623246492985972,1.0003312634314037
1.1823647294589177,1.0009755451271223
1.2024048096192383,0.9995208257621547
1.222444889779559,0.9998143410233362
1.2424849699398797,0.998893665025994
1.2625250501002003,0.9988037933759193
1.282565130260521,1.000812525822394
1.3026052104208417,1.001356240028571
1.3226452905811623,0.9999279898784197
1.342685370741483,1.0010035328978921
1.3627254509018036,1.0003616360250476
1.3827655310621243,0.9993548802453949
1.4028056112224447,1.0003613956055084
1.4228456913827654,1.001538036566466
1.442885771543086,0.9999641739608901
1.4629258517034067,1.001564643655814
1.4829659318637274,0.9973802548959102
1.503006012024048,1.0008219025043752
1.5230460921843687,1.0000870470682381
1.5430861723446894,0.9997009926495342
1.56312625250501,1.0000917607765356
1.5831663326653307,0.998012431085399
1.6032064128256511,0.9997803281121624
1.6232464929859718,1.0003571125715118
1.6432865731462925,1.0014778940447415
1.6633266533066131,0.9994817297817263
1.6833667334669338,0.9991915063971069
1.7034068136272544,0.9994982429564154
1.723446893787575,1.000915402117702
1.7434869739478958,1.0003287511096597
1.7635270541082164,0.999470239796233
1.783567134268537,1.0005132674331134
1.8036072144288577,1.000097077549348
1.8236472945891782,1.0009686449905328
1.8436873747494988,0.9992979469061226
1.8637274549098195,0.9996723378534023
1.8837675350701402,0.9996078918468678
1.9038076152304608,0.9985364850518679
1.9238476953907815,1.0002961202770646
1.9438877755511021,1.0002610552721798
1.9639278557114228,1.0000051134566426
1.9839679358717435,0.9997654128666249
2.004008016032064,0.9985846292579496
2.024048096192385,0.9995793546772347
2.0440881763527052,0.9996572854834732
2.064128256513026,0.9991977227307783
2.0841683366733466,0.999838714288334
2.1042084168336674,1.0004040508568146
2.124248496993988,1.0018861859012105
2.1442885771543083,1.000174577812832
2.164328657314629,1.0002575503907227
2.1843687374749496,0.9999255540842338
2.2044088176352705,0.998081228784701
2.224448897795591,0.9999734861245508
2.244488977955912,1.000060230209941
2.2645290581162323,1.0024632421124853
2.284569138276553,0.9998076390352189
2.3046092184368736,1.0003015473423336
2.3246492985971945,0.9999652882302947
2.344689378757515,0.9988313219623804
2.3647294589178354,1.001142822814515
2.3847695390781563,1.0007519330326868
2.4048096192384767,1.000791031947043
2.4248496993987976,0.9990906125452053
2.444889779559118,1.001402794310936
2.464929859719439,0.9985981489372078
2.4849699398797593,1.0005868570938004
2.50501002004008,1.0021904556258099
2.5250501002004007,0.9990094636748693
2.5450901803607215,0.9994337022703972
2.565130260521042,1.0000996513650877
2.5851703406813624,0.9994965243458838
2.6052104208416833,0.9984493365689339
2.6252505010020037,1.000068562974806
2.6452905811623246,0.9989376962862739
2.665330661322645,1.0004735924306352
2.685370741482966,0.9990805757657661
2.7054108216432864,1.0015499344050176
2.7254509018036073,0.9992167467076638
2.7454909819639277,0.9996779384837943
2.7655310621242486,1.0008135172173698
2.785571142284569,0.9987691356835661
2.8056112224448895,1.0002274599346042
2.8256513026052104,1.0013071427542823
2.845691382765531,0.9983925167654387
2.8657314629258517,1.0001846338585323
2.885771543086172,1.0002598827942484
2.905811623246493,1.0007818228717773
2.9258517034068134,0.998763049289122
2.9458917835671343,0.9986795433869157
2.9659318637274548,1.0005219415656168
2.9859719438877756,1.0002969846732332
3.006012024048096,1.000250492850346
3.0260521042084165,1.000346448209497
